trade_id,trade_date,settlement_date,buyer_id,seller_id,instrument_id,quantity,price
T026779,2025-01-11,2025-01-12,PARTY002,PARTY006,STOCK_E,500,118.82
T026780,2025-01-09,2025-01-10,PARTY007,PARTY005,STOCK_D,1000,79.09
T026781,2025-01-07,2025-01-08,PARTY004,PARTY010,STOCK_B,10,24.15
T026782,2025-01-04,2025-01-05,PARTY006,PARTY005,STOCK_E,50,122.19
T026783,2025-01-08,2025-01-09,PARTY010,PARTY006,STOCK_B,500,25.86
T026784,2025-01-03,2025-01-04,PARTY004,PARTY008,STOCK_B,500,25.61
T026785,2025-01-10,2025-01-11,PARTY002,PARTY006,STOCK_A,50,10.08
T026786,2025-01-05,2025-01-06,PARTY002,PARTY008,STOCK_B,250,25.14
T026787,2025-01-02,2025-01-03,PARTY010,PARTY009,STOCK_E,250,114.83
T026788,2025-01-09,2025-01-10,PARTY007,PARTY002,STOCK_A,50,10.35
T026789,2025-01-10,2025-01-11,PARTY007,PARTY003,STOCK_C,250,53.36
T026790,2025-01-10,2025-01-11,PARTY007,PARTY006,STOCK_E,500,119.21
T026791,2025-01-05,2025-01-06,PARTY006,PARTY001,STOCK_C,250,52.66
T026792,2025-01-06,2025-01-07,PARTY007,PARTY004,STOCK_D,10,82.35
T026793,2025-01-11,2025-01-12,PARTY001,PARTY004,STOCK_C,1000,55.26
T026794,2025-01-07,2025-01-08,PARTY008,PARTY003,STOCK_A,500,10.32
T026795,2025-01-10,2025-01-11,PARTY007,PARTY004,STOCK_B,500,25.48
T026796,2025-01-11,2025-01-12,PARTY008,PARTY002,STOCK_E,500,120.65
T026797,2025-01-10,2025-01-11,PARTY006,PARTY001,STOCK_C,500,53.08
T026798,2025-01-07,2025-01-08,PARTY009,PARTY007,STOCK_C,500,54.88
T026799,2025-01-04,2025-01-05,PARTY005,PARTY001,STOCK_D,500,83.39
T026800,2025-01-08,2025-01-09,PARTY006,PARTY001,STOCK_E,25,114.3
T026801,2025-01-02,2025-01-03,PARTY003,PARTY010,STOCK_A,1000,10.07
T026802,2025-01-08,2025-01-09,PARTY003,PARTY005,STOCK_B,250,25.41
T026803,2025-01-10,2025-01-11,PARTY004,PARTY010,STOCK_D,1000,82.84
T026804,2025-01-11,2025-01-12,PARTY007,PARTY002,STOCK_D,500,78.2
T026805,2025-01-06,2025-01-07,PARTY001,PARTY008,STOCK_C,1000,54.2
T026806,2025-01-05,2025-01-06,PARTY003,PARTY006,STOCK_D,50,83.2
T026807,2025-01-05,2025-01-06,PARTY010,PARTY008,STOCK_B,500,25.1
T026808,2025-01-04,2025-01-05,PARTY001,PARTY002,STOCK_B,100,25.65
T026809,2025-01-02,2025-01-03,PARTY002,PARTY006,STOCK_C,25,57.51
T026810,2025-01-04,2025-01-05,PARTY004,PARTY007,STOCK_D,1000,78.18
T026811,2025-01-06,2025-01-07,PARTY007,PARTY006,STOCK_B,1000,24.41
T026812,2025-01-08,2025-01-09,PARTY009,PARTY005,STOCK_D,250,76.67
T026813,2025-01-10,2025-01-11,PARTY001,PARTY006,STOCK_D,50,81.16
T026814,2025-01-10,2025-01-11,PARTY005,PARTY008,STOCK_D,250,80.46
T026815,2025-01-09,2025-01-10,PARTY005,PARTY006,STOCK_D,100,78.25
T026816,2025-01-07,2025-01-08,PARTY006,PARTY001,STOCK_A,250,9.99
T026817,2025-01-04,2025-01-05,PARTY009,PARTY004,STOCK_C,1000,55.12
T026818,2025-01-06,2025-01-07,PARTY007,PARTY006,STOCK_C,25,56.83
T026819,2025-01-03,2025-01-04,PARTY008,PARTY004,STOCK_B,250,25.76
T026820,2025-01-04,2025-01-05,PARTY005,PARTY006,STOCK_C,25,54.15
T026821,2025-01-07,2025-01-08,PARTY003,PARTY002,STOCK_C,500,55.18
T026822,2025-01-07,2025-01-08,PARTY005,PARTY001,STOCK_B,500,25.86
T026823,2025-01-08,2025-01-09,PARTY008,PARTY006,STOCK_E,10,116.04
T026824,2025-01-09,2025-01-10,PARTY005,PARTY009,STOCK_C,25,57.0
T026825,2025-01-10,2025-01-11,PARTY006,PARTY004,STOCK_A,1000,9.87
T026826,2025-01-10,2025-01-11,PARTY001,PARTY010,STOCK_A,1000,10.04
T026827,2025-01-10,2025-01-11,PARTY009,PARTY006,STOCK_A,500,9.83
T026828,2025-01-06,2025-01-07,PARTY010,PARTY004,STOCK_D,500,79.17
T026829,2025-01-11,2025-01-12,PARTY001,PARTY004,STOCK_C,10,55.2
T026830,2025-01-11,2025-01-12,PARTY010,PARTY002,STOCK_A,1000,9.88
T026831,2025-01-11,2025-01-12,PARTY008,PARTY004,STOCK_E,500,117.89
T026832,2025-01-11,2025-01-12,PARTY003,PARTY004,STOCK_C,1000,55.07
T026833,2025-01-09,2025-01-10,PARTY007,PARTY010,STOCK_C,500,55.19
T026834,2025-01-08,2025-01-09,PARTY001,PARTY003,STOCK_C,250,56.49
T026835,2025-01-03,2025-01-04,PARTY006,PARTY001,STOCK_B,500,25.07
T026836,2025-01-11,2025-01-12,PARTY001,PARTY009,STOCK_A,25,9.59
T026837,2025-01-08,2025-01-09,PARTY002,PARTY001,STOCK_D,25,78.87
T026838,2025-01-04,2025-01-05,PARTY004,PARTY002,STOCK_E,100,119.24
T026839,2025-01-06,2025-01-07,PARTY005,PARTY010,STOCK_E,10,121.04
T026840,2025-01-09,2025-01-10,PARTY009,PARTY008,STOCK_C,500,54.06
T026841,2025-01-03,2025-01-04,PARTY006,PARTY007,STOCK_A,10,10.39
T026842,2025-01-09,2025-01-10,PARTY007,PARTY001,STOCK_D,500,80.86
T026843,2025-01-03,2025-01-04,PARTY003,PARTY005,STOCK_E,10,124.45
T026844,2025-01-05,2025-01-06,PARTY008,PARTY007,STOCK_A,100,9.97
T026845,2025-01-08,2025-01-09,PARTY005,PARTY008,STOCK_D,100,79.61
T026846,2025-01-06,2025-01-07,PARTY001,PARTY009,STOCK_B,50,24.52
T026847,2025-01-10,2025-01-11,PARTY009,PARTY001,STOCK_B,100,23.86
T026848,2025-01-09,2025-01-10,PARTY007,PARTY010,STOCK_D,10,80.27
T026849,2025-01-11,2025-01-12,PARTY010,PARTY002,STOCK_A,500,10.43
T026850,2025-01-05,2025-01-06,PARTY004,PARTY001,STOCK_B,10,25.52
T026851,2025-01-08,2025-01-09,PARTY002,PARTY001,STOCK_B,25,25.1
T026852,2025-01-10,2025-01-11,PARTY005,PARTY010,STOCK_B,250,24.55
T026853,2025-01-05,2025-01-06,PARTY005,PARTY004,STOCK_E,50,118.52
T026854,2025-01-04,2025-01-05,PARTY010,PARTY007,STOCK_E,1000,120.32
T026855,2025-01-05,2025-01-06,PARTY005,PARTY008,STOCK_A,50,9.84
T026856,2025-01-02,2025-01-03,PARTY003,PARTY005,STOCK_C,50,54.93
T026857,2025-01-06,2025-01-07,PARTY008,PARTY009,STOCK_C,25,53.67
T026858,2025-01-07,2025-01-08,PARTY001,PARTY008,STOCK_E,100,114.9
T026859,2025-01-03,2025-01-04,PARTY010,PARTY002,STOCK_B,25,24.86
T026860,2025-01-05,2025-01-06,PARTY002,PARTY010,STOCK_D,10,83.74
T026861,2025-01-03,2025-01-04,PARTY001,PARTY007,STOCK_C,250,53.37
T026862,2025-01-04,2025-01-05,PARTY003,PARTY009,STOCK_D,250,80.2
T026863,2025-01-07,2025-01-08,PARTY009,PARTY010,STOCK_A,250,9.88
T026864,2025-01-05,2025-01-06,PARTY009,PARTY006,STOCK_E,500,118.17
T026865,2025-01-05,2025-01-06,PARTY009,PARTY004,STOCK_C,25,57.55
T026866,2025-01-03,2025-01-04,PARTY004,PARTY006,STOCK_A,100,10.5
T026867,2025-01-03,2025-01-04,PARTY001,PARTY010,STOCK_C,25,55.64
T026868,2025-01-04,2025-01-05,PARTY009,PARTY008,STOCK_B,500,23.8
T026869,2025-01-08,2025-01-09,PARTY004,PARTY006,STOCK_B,1000,24.62
T026870,2025-01-05,2025-01-06,PARTY001,PARTY004,STOCK_A,50,9.93
T026871,2025-01-10,2025-01-11,PARTY007,PARTY002,STOCK_D,1000,78.38
T026872,2025-01-06,2025-01-07,PARTY006,PARTY001,STOCK_E,10,115.36
T026873,2025-01-08,2025-01-09,PARTY003,PARTY009,STOCK_C,1000,56.46
T026874,2025-01-09,2025-01-10,PARTY003,PARTY010,STOCK_A,250,9.58
T026875,2025-01-06,2025-01-07,PARTY001,PARTY005,STOCK_B,50,24.39
T026876,2025-01-10,2025-01-11,PARTY007,PARTY001,STOCK_D,500,78.31
T026877,2025-01-10,2025-01-11,PARTY007,PARTY004,STOCK_D,500,79.73
T026878,2025-01-04,2025-01-05,PARTY005,PARTY001,STOCK_B,50,24.31
T026879,2025-01-04,2025-01-05,PARTY003,PARTY007,STOCK_B,500,24.29
T026880,2025-01-02,2025-01-03,PARTY004,PARTY007,STOCK_A,25,10.28
T026881,2025-01-05,2025-01-06,PARTY008,PARTY005,STOCK_C,25,56.71
T026882,2025-01-03,2025-01-04,PARTY003,PARTY001,STOCK_A,1000,9.74
T026883,2025-01-11,2025-01-12,PARTY005,PARTY001,STOCK_C,500,53.77
T026884,2025-01-09,2025-01-10,PARTY006,PARTY007,STOCK_D,25,77.4
T026885,2025-01-11,2025-01-12,PARTY010,PARTY008,STOCK_D,1000,76.78
T026886,2025-01-10,2025-01-11,PARTY006,PARTY007,STOCK_D,10,82.6
T026887,2025-01-09,2025-01-10,PARTY003,PARTY005,STOCK_C,25,56.69
T026888,2025-01-10,2025-01-11,PARTY008,PARTY006,STOCK_A,1000,10.21
T026889,2025-01-08,2025-01-09,PARTY004,PARTY008,STOCK_D,1000,76.09
T026890,2025-01-05,2025-01-06,PARTY010,PARTY005,STOCK_D,250,81.38
T026891,2025-01-06,2025-01-07,PARTY005,PARTY006,STOCK_E,100,115.0
T026892,2025-01-09,2025-01-10,PARTY002,PARTY001,STOCK_C,25,52.57
T026893,2025-01-07,2025-01-08,PARTY004,PARTY005,STOCK_B,50,24.23
T026894,2025-01-08,2025-01-09,PARTY002,PARTY005,STOCK_C,1000,57.67
T026895,2025-01-03,2025-01-04,PARTY007,PARTY001,STOCK_D,25,80.99
T026896,2025-01-02,2025-01-03,PARTY009,PARTY010,STOCK_C,10,55.68
T026897,2025-01-09,2025-01-10,PARTY005,PARTY008,STOCK_B,50,23.84
T026898,2025-01-08,2025-01-09,PARTY003,PARTY002,STOCK_E,500,122.55
T026899,2025-01-08,2025-01-09,PARTY001,PARTY009,STOCK_D,250,78.95
T026900,2025-01-02,2025-01-03,PARTY001,PARTY007,STOCK_A,1000,10.38
T026901,2025-01-04,2025-01-05,PARTY005,PARTY006,STOCK_B,250,25.74
T026902,2025-01-09,2025-01-10,PARTY010,PARTY006,STOCK_E,500,125.35
T026903,2025-01-07,2025-01-08,PARTY004,PARTY001,STOCK_B,500,23.93
T026904,2025-01-08,2025-01-09,PARTY007,PARTY010,STOCK_B,10,26.13
T026905,2025-01-06,2025-01-07,PARTY008,PARTY010,STOCK_D,50,78.67
T026906,2025-01-06,2025-01-07,PARTY009,PARTY002,STOCK_C,250,54.48
T026907,2025-01-05,2025-01-06,PARTY006,PARTY001,STOCK_B,10,25.46
T026908,2025-01-06,2025-01-07,PARTY002,PARTY001,STOCK_E,500,125.2
T026909,2025-01-05,2025-01-06,PARTY004,PARTY007,STOCK_A,50,10.21
T026910,2025-01-03,2025-01-04,PARTY004,PARTY001,STOCK_C,10,55.7
T026911,2025-01-06,2025-01-07,PARTY007,PARTY009,STOCK_B,100,25.95
T026912,2025-01-06,2025-01-07,PARTY003,PARTY005,STOCK_A,10,10.13
T026913,2025-01-02,2025-01-03,PARTY002,PARTY008,STOCK_E,25,119.52
T026914,2025-01-10,2025-01-11,PARTY001,PARTY010,STOCK_A,10,10.34
T026915,2025-01-03,2025-01-04,PARTY005,PARTY008,STOCK_E,1000,117.43
T026916,2025-01-04,2025-01-05,PARTY006,PARTY001,STOCK_E,25,121.31
T026917,2025-01-08,2025-01-09,PARTY008,PARTY006,STOCK_E,25,123.31
T026918,2025-01-06,2025-01-07,PARTY004,PARTY002,STOCK_A,50,9.65
T026919,2025-01-03,2025-01-04,PARTY010,PARTY006,STOCK_D,25,83.63
T026920,2025-01-09,2025-01-10,PARTY007,PARTY003,STOCK_D,50,81.55
T026921,2025-01-10,2025-01-11,PARTY007,PARTY002,STOCK_D,10,81.31
T026922,2025-01-04,2025-01-05,PARTY010,PARTY004,STOCK_D,500,80.05
T026923,2025-01-03,2025-01-04,PARTY010,PARTY008,STOCK_E,250,114.6
T026924,2025-01-02,2025-01-03,PARTY006,PARTY003,STOCK_B,100,24.63
T026925,2025-01-05,2025-01-06,PARTY010,PARTY008,STOCK_C,500,54.5
T026926,2025-01-04,2025-01-05,PARTY005,PARTY007,STOCK_B,25,25.11
T026927,2025-01-02,2025-01-03,PARTY004,PARTY008,STOCK_D,10,78.01
T026928,2025-01-08,2025-01-09,PARTY008,PARTY006,STOCK_D,250,76.79
T026929,2025-01-10,2025-01-11,PARTY010,PARTY004,STOCK_D,25,82.81
T026930,2025-01-03,2025-01-04,PARTY008,PARTY003,STOCK_B,1000,24.95
T026931,2025-01-05,2025-01-06,PARTY003,PARTY004,STOCK_E,10,121.12
T026932,2025-01-09,2025-01-10,PARTY003,PARTY006,STOCK_A,500,10.34
T026933,2025-01-11,2025-01-12,PARTY001,PARTY007,STOCK_B,10,25.77
T026934,2025-01-09,2025-01-10,PARTY009,PARTY002,STOCK_E,10,115.5
T026935,2025-01-07,2025-01-08,PARTY004,PARTY005,STOCK_A,25,9.86
T026936,2025-01-11,2025-01-12,PARTY004,PARTY002,STOCK_C,50,56.49
T026937,2025-01-09,2025-01-10,PARTY003,PARTY006,STOCK_E,1000,115.55
T026938,2025-01-08,2025-01-09,PARTY005,PARTY001,STOCK_E,25,119.7
T026939,2025-01-04,2025-01-05,PARTY009,PARTY008,STOCK_D,100,77.67
T026940,2025-01-07,2025-01-08,PARTY004,PARTY010,STOCK_B,10,25.71
T026941,2025-01-08,2025-01-09,PARTY004,PARTY007,STOCK_B,50,24.92
T026942,2025-01-02,2025-01-03,PARTY004,PARTY005,STOCK_D,500,78.85
T026943,2025-01-06,2025-01-07,PARTY002,PARTY001,STOCK_A,100,10.4
T026944,2025-01-04,2025-01-05,PARTY005,PARTY003,STOCK_A,500,9.51
T026945,2025-01-07,2025-01-08,PARTY001,PARTY006,STOCK_C,500,54.85
T026946,2025-01-08,2025-01-09,PARTY007,PARTY006,STOCK_D,10,77.97
T026947,2025-01-10,2025-01-11,PARTY009,PARTY006,STOCK_B,1000,24.19
T026948,2025-01-07,2025-01-08,PARTY002,PARTY004,STOCK_E,50,114.39
T026949,2025-01-08,2025-01-09,PARTY006,PARTY001,STOCK_B,500,25.36
T026950,2025-01-02,2025-01-03,PARTY009,PARTY008,STOCK_D,50,81.28
T026951,2025-01-05,2025-01-06,PARTY002,PARTY005,STOCK_A,500,9.93
T026952,2025-01-02,2025-01-03,PARTY008,PARTY006,STOCK_B,1000,25.59
T026953,2025-01-08,2025-01-09,PARTY004,PARTY007,STOCK_B,1000,26.15
T026954,2025-01-11,2025-01-12,PARTY001,PARTY007,STOCK_D,50,82.1
T026955,2025-01-05,2025-01-06,PARTY005,PARTY003,STOCK_E,250,119.99
T026956,2025-01-07,2025-01-08,PARTY007,PARTY005,STOCK_B,50,25.74
T026957,2025-01-08,2025-01-09,PARTY004,PARTY005,STOCK_E,100,121.28
T026958,2025-01-07,2025-01-08,PARTY003,PARTY004,STOCK_E,250,122.01
T026959,2025-01-09,2025-01-10,PARTY008,PARTY010,STOCK_C,25,52.97
T026960,2025-01-05,2025-01-06,PARTY004,PARTY002,STOCK_E,50,118.11
T026961,2025-01-06,2025-01-07,PARTY003,PARTY004,STOCK_D,10,80.98
T026962,2025-01-10,2025-01-11,PARTY005,PARTY008,STOCK_C,10,52.85
T026963,2025-01-09,2025-01-10,PARTY003,PARTY009,STOCK_B,50,25.57
T026964,2025-01-10,2025-01-11,PARTY003,PARTY008,STOCK_C,25,57.39
T026965,2025-01-06,2025-01-07,PARTY003,PARTY005,STOCK_B,10,24.98
T026966,2025-01-07,2025-01-08,PARTY008,PARTY003,STOCK_B,50,24.45
T026967,2025-01-09,2025-01-10,PARTY003,PARTY008,STOCK_A,100,9.98
T026968,2025-01-07,2025-01-08,PARTY007,PARTY003,STOCK_C,50,54.41
T026969,2025-01-07,2025-01-08,PARTY008,PARTY009,STOCK_D,10,79.41
T026970,2025-01-06,2025-01-07,PARTY002,PARTY010,STOCK_B,250,24.87
T026971,2025-01-06,2025-01-07,PARTY003,PARTY006,STOCK_A,25,10.14
T026972,2025-01-02,2025-01-03,PARTY001,PARTY006,STOCK_C,50,53.07
T026973,2025-01-08,2025-01-09,PARTY007,PARTY005,STOCK_C,250,54.75
T026974,2025-01-02,2025-01-03,PARTY005,PARTY002,STOCK_E,50,121.01
T026975,2025-01-10,2025-01-11,PARTY006,PARTY007,STOCK_B,10,26.14
T026976,2025-01-04,2025-01-05,PARTY003,PARTY009,STOCK_D,100,81.11
T026977,2025-01-06,2025-01-07,PARTY008,PARTY009,STOCK_B,250,25.23
T026978,2025-01-03,2025-01-04,PARTY006,PARTY007,STOCK_D,50,79.89
T026979,2025-01-11,2025-01-12,PARTY002,PARTY003,STOCK_E,10,118.44
T026980,2025-01-09,2025-01-10,PARTY009,PARTY001,STOCK_E,50,114.29
T026981,2025-01-04,2025-01-05,PARTY007,PARTY010,STOCK_C,250,54.71
T026982,2025-01-05,2025-01-06,PARTY007,PARTY009,STOCK_C,100,54.27
T026983,2025-01-11,2025-01-12,PARTY007,PARTY006,STOCK_B,250,25.08
T026984,2025-01-10,2025-01-11,PARTY009,PARTY010,STOCK_A,250,10.08
T026985,2025-01-06,2025-01-07,PARTY003,PARTY009,STOCK_B,10,23.81
T026986,2025-01-02,2025-01-03,PARTY003,PARTY007,STOCK_E,500,123.93
T026987,2025-01-11,2025-01-12,PARTY007,PARTY009,STOCK_B,100,24.11
T026988,2025-01-04,2025-01-05,PARTY010,PARTY002,STOCK_A,10,10.24
T026989,2025-01-09,2025-01-10,PARTY001,PARTY006,STOCK_A,50,9.92
T026990,2025-01-02,2025-01-03,PARTY005,PARTY007,STOCK_D,250,80.65
T026991,2025-01-10,2025-01-11,PARTY001,PARTY009,STOCK_A,100,9.6
T026992,2025-01-10,2025-01-11,PARTY006,PARTY002,STOCK_C,10,53.65
T026993,2025-01-08,2025-01-09,PARTY002,PARTY009,STOCK_A,50,9.63
T026994,2025-01-07,2025-01-08,PARTY005,PARTY010,STOCK_D,25,79.83
T026995,2025-01-09,2025-01-10,PARTY003,PARTY007,STOCK_B,50,25.46
T026996,2025-01-05,2025-01-06,PARTY009,PARTY001,STOCK_D,250,82.89
T026997,2025-01-05,2025-01-06,PARTY009,PARTY005,STOCK_C,1000,56.88
T026998,2025-01-07,2025-01-08,PARTY002,PARTY007,STOCK_E,25,123.56
T026999,2025-01-02,2025-01-03,PARTY007,PARTY004,STOCK_D,50,83.25
T027000,2025-01-04,2025-01-05,PARTY006,PARTY008,STOCK_A,500,9.73
T027001,2025-01-10,2025-01-11,PARTY005,PARTY009,STOCK_D,10,78.8
T027002,2025-01-05,2025-01-06,PARTY010,PARTY001,STOCK_C,250,56.79
T027003,2025-01-04,2025-01-05,PARTY003,PARTY005,STOCK_B,250,24.01
T027004,2025-01-08,2025-01-09,PARTY003,PARTY002,STOCK_E,250,121.81
T027005,2025-01-09,2025-01-10,PARTY008,PARTY004,STOCK_D,1000,78.08
T027006,2025-01-03,2025-01-04,PARTY005,PARTY009,STOCK_B,10,24.31
T027007,2025-01-06,2025-01-07,PARTY007,PARTY004,STOCK_A,250,9.68
T027008,2025-01-09,2025-01-10,PARTY002,PARTY010,STOCK_B,1000,25.75
T027009,2025-01-11,2025-01-12,PARTY006,PARTY009,STOCK_A,50,10.1
T027010,2025-01-11,2025-01-12,PARTY008,PARTY002,STOCK_B,500,26.22
T027011,2025-01-05,2025-01-06,PARTY003,PARTY009,STOCK_C,100,57.0
T027012,2025-01-07,2025-01-08,PARTY007,PARTY001,STOCK_A,1000,10.15
T027013,2025-01-03,2025-01-04,PARTY004,PARTY002,STOCK_C,50,54.63
T027014,2025-01-09,2025-01-10,PARTY006,PARTY002,STOCK_A,25,9.63
T027015,2025-01-04,2025-01-05,PARTY010,PARTY008,STOCK_C,10,56.12
T027016,2025-01-08,2025-01-09,PARTY003,PARTY007,STOCK_C,250,55.83
T027017,2025-01-04,2025-01-05,PARTY004,PARTY008,STOCK_A,100,9.96
T027018,2025-01-02,2025-01-03,PARTY006,PARTY002,STOCK_A,10,10.21
T027019,2025-01-06,2025-01-07,PARTY003,PARTY007,STOCK_C,500,54.77
T027020,2025-01-11,2025-01-12,PARTY007,PARTY001,STOCK_A,25,9.94
T027021,2025-01-07,2025-01-08,PARTY003,PARTY001,STOCK_E,10,122.11
T027022,2025-01-08,2025-01-09,PARTY010,PARTY004,STOCK_E,50,117.78
T027023,2025-01-09,2025-01-10,PARTY010,PARTY001,STOCK_B,500,24.66
T027024,2025-01-10,2025-01-11,PARTY005,PARTY008,STOCK_E,25,117.57
T027025,2025-01-03,2025-01-04,PARTY003,PARTY009,STOCK_D,250,80.86
T027026,2025-01-07,2025-01-08,PARTY004,PARTY009,STOCK_C,1000,52.39
T027027,2025-01-02,2025-01-03,PARTY002,PARTY006,STOCK_B,10,23.99
T027028,2025-01-05,2025-01-06,PARTY010,PARTY008,STOCK_A,10,10.0
T027029,2025-01-08,2025-01-09,PARTY004,PARTY007,STOCK_D,10,82.37
T027030,2025-01-10,2025-01-11,PARTY007,PARTY002,STOCK_D,500,80.94
T027031,2025-01-03,2025-01-04,PARTY007,PARTY010,STOCK_E,100,123.2
T027032,2025-01-09,2025-01-10,PARTY009,PARTY008,STOCK_A,1000,10.07
T027033,2025-01-09,2025-01-10,PARTY001,PARTY003,STOCK_A,50,9.94
T027034,2025-01-09,2025-01-10,PARTY008,PARTY007,STOCK_D,10,79.48
T027035,2025-01-08,2025-01-09,PARTY002,PARTY006,STOCK_C,100,53.29
T027036,2025-01-10,2025-01-11,PARTY001,PARTY008,STOCK_E,50,116.35
T027037,2025-01-10,2025-01-11,PARTY002,PARTY009,STOCK_C,10,52.57
T027038,2025-01-06,2025-01-07,PARTY003,PARTY008,STOCK_D,25,83.53
T027039,2025-01-06,2025-01-07,PARTY006,PARTY004,STOCK_A,1000,10.35
T027040,2025-01-08,2025-01-09,PARTY010,PARTY006,STOCK_A,250,10.29
T027041,2025-01-05,2025-01-06,PARTY001,PARTY003,STOCK_E,500,118.71
T027042,2025-01-07,2025-01-08,PARTY002,PARTY008,STOCK_B,500,23.87
T027043,2025-01-10,2025-01-11,PARTY003,PARTY005,STOCK_E,100,122.83
T027044,2025-01-05,2025-01-06,PARTY010,PARTY006,STOCK_B,250,24.48
T027045,2025-01-07,2025-01-08,PARTY010,PARTY007,STOCK_E,500,118.65
T027046,2025-01-05,2025-01-06,PARTY010,PARTY005,STOCK_A,250,9.61
T027047,2025-01-08,2025-01-09,PARTY005,PARTY003,STOCK_D,50,77.84
T027048,2025-01-09,2025-01-10,PARTY007,PARTY002,STOCK_D,50,76.04
T027049,2025-01-05,2025-01-06,PARTY002,PARTY006,STOCK_E,100,115.74
T027050,2025-01-06,2025-01-07,PARTY004,PARTY002,STOCK_C,50,56.19
T027051,2025-01-08,2025-01-09,PARTY008,PARTY009,STOCK_C,25,56.61
T027052,2025-01-06,2025-01-07,PARTY010,PARTY009,STOCK_A,1000,9.51
T027053,2025-01-05,2025-01-06,PARTY010,PARTY007,STOCK_B,25,24.11
T027054,2025-01-07,2025-01-08,PARTY001,PARTY009,STOCK_B,50,24.72
T027055,2025-01-04,2025-01-05,PARTY007,PARTY010,STOCK_B,1000,25.83
T027056,2025-01-02,2025-01-03,PARTY008,PARTY002,STOCK_D,250,77.05
T027057,2025-01-02,2025-01-03,PARTY008,PARTY005,STOCK_C,10,56.7
T027058,2025-01-10,2025-01-11,PARTY008,PARTY010,STOCK_D,25,79.3
T027059,2025-01-05,2025-01-06,PARTY007,PARTY006,STOCK_D,500,83.63
T027060,2025-01-07,2025-01-08,PARTY007,PARTY008,STOCK_D,25,83.55
T027061,2025-01-11,2025-01-12,PARTY003,PARTY004,STOCK_E,500,115.47
T027062,2025-01-07,2025-01-08,PARTY009,PARTY008,STOCK_D,1000,76.87
T027063,2025-01-11,2025-01-12,PARTY004,PARTY007,STOCK_E,250,119.92
T027064,2025-01-04,2025-01-05,PARTY005,PARTY010,STOCK_B,1000,24.02
T027065,2025-01-06,2025-01-07,PARTY004,PARTY008,STOCK_E,10,118.01
T027066,2025-01-05,2025-01-06,PARTY009,PARTY002,STOCK_B,10,23.77
T027067,2025-01-07,2025-01-08,PARTY007,PARTY010,STOCK_E,100,118.99
T027068,2025-01-09,2025-01-10,PARTY002,PARTY010,STOCK_E,25,119.32
T027069,2025-01-04,2025-01-05,PARTY001,PARTY002,STOCK_A,500,9.5
T027070,2025-01-08,2025-01-09,PARTY006,PARTY002,STOCK_A,500,10.29
T027071,2025-01-04,2025-01-05,PARTY009,PARTY005,STOCK_A,250,9.58
T027072,2025-01-08,2025-01-09,PARTY010,PARTY009,STOCK_B,250,25.95
T027073,2025-01-08,2025-01-09,PARTY001,PARTY009,STOCK_C,10,54.58
T027074,2025-01-04,2025-01-05,PARTY004,PARTY006,STOCK_C,250,56.25
T027075,2025-01-02,2025-01-03,PARTY007,PARTY001,STOCK_E,10,118.83
T027076,2025-01-11,2025-01-12,PARTY007,PARTY006,STOCK_C,50,57.75
T027077,2025-01-10,2025-01-11,PARTY009,PARTY007,STOCK_D,250,77.05
T027078,2025-01-09,2025-01-10,PARTY008,PARTY003,STOCK_C,100,55.91
T027079,2025-01-04,2025-01-05,PARTY007,PARTY009,STOCK_A,250,9.96
T027080,2025-01-02,2025-01-03,PARTY005,PARTY008,STOCK_C,250,56.62
T027081,2025-01-11,2025-01-12,PARTY007,PARTY001,STOCK_B,250,24.71
T027082,2025-01-02,2025-01-03,PARTY007,PARTY004,STOCK_A,10,10.47
T027083,2025-01-08,2025-01-09,PARTY006,PARTY008,STOCK_B,250,25.32
T027084,2025-01-07,2025-01-08,PARTY005,PARTY008,STOCK_E,25,122.4
T027085,2025-01-04,2025-01-05,PARTY001,PARTY008,STOCK_D,500,82.99
T027086,2025-01-06,2025-01-07,PARTY001,PARTY010,STOCK_D,100,83.41
T027087,2025-01-05,2025-01-06,PARTY006,PARTY003,STOCK_C,10,56.8
T027088,2025-01-05,2025-01-06,PARTY008,PARTY004,STOCK_B,10,25.16
T027089,2025-01-04,2025-01-05,PARTY003,PARTY008,STOCK_B,100,24.08
T027090,2025-01-09,2025-01-10,PARTY007,PARTY010,STOCK_B,100,24.46
T027091,2025-01-06,2025-01-07,PARTY003,PARTY006,STOCK_D,25,77.02
T027092,2025-01-07,2025-01-08,PARTY006,PARTY003,STOCK_B,25,24.62
T027093,2025-01-03,2025-01-04,PARTY007,PARTY005,STOCK_A,500,10.08
T027094,2025-01-06,2025-01-07,PARTY004,PARTY003,STOCK_A,100,9.96
T027095,2025-01-04,2025-01-05,PARTY005,PARTY010,STOCK_C,250,55.75
T027096,2025-01-07,2025-01-08,PARTY008,PARTY005,STOCK_E,1000,120.99
T027097,2025-01-05,2025-01-06,PARTY002,PARTY004,STOCK_E,25,123.07
T027098,2025-01-06,2025-01-07,PARTY008,PARTY010,STOCK_B,10,23.88
T027099,2025-01-05,2025-01-06,PARTY004,PARTY003,STOCK_C,250,56.15
T027100,2025-01-09,2025-01-10,PARTY002,PARTY006,STOCK_C,500,52.63
T027101,2025-01-09,2025-01-10,PARTY001,PARTY010,STOCK_A,25,9.69
